continent,country,year,pop,lifeExp,gdpPercap
Low Crime,MAHARASHTRA,2001,96878627,76.9,12.6498489703
Lowest Crime,MAHARASHTRA,2002,98428061.5,77.501,11.2904793924
Low Crime,MAHARASHTRA,2003,99977496,78.102,11.0594888274
Low Crime,MAHARASHTRA,2004,101526930.5,78.703,11.6501109033
Low Crime,MAHARASHTRA,2005,103076365,79.304,12.7255166594
Low Crime,MAHARASHTRA,2006,104625799.5,79.905,13.3905786784
Low Crime,MAHARASHTRA,2007,106175234,80.506,13.7084699055
Low Crime,MAHARASHTRA,2008,107724668.5,81.107,14.3746090989
Low Crime,MAHARASHTRA,2009,109274103,81.708,13.4762030488
Low Crime,MAHARASHTRA,2010,110823537.5,82.309,13.887843997
Low Crime,MAHARASHTRA,2011,112372972,82.91,13.6091443768
Low Crime,MAHARASHTRA,2012,113922406.5,83.511,14.002513193
Low Crime,MAHARASHTRA,2013,115471841,84.112,21.2718527628
Low Crime,MAHARASHTRA,2014,117021275.5,84.713,21.7456183854
Low Crime,MAHARASHTRA,2015,118570710,85.314,25.2844905795
Low Crime,ANDHRA PRADESH,2001,76210007,60.5,17.9359647612
Lowest Crime,ANDHRA PRADESH,2002,77055559.6,61.216,19.6559470577
Lowest Crime,ANDHRA PRADESH,2003,77901112.2,61.932,21.7313970519
Lowest Crime,ANDHRA PRADESH,2004,78746664.8,62.648,21.6834580148
Lowest Crime,ANDHRA PRADESH,2005,79592217.4,63.364,21.5787429488
Lowest Crime,ANDHRA PRADESH,2006,80437770,64.08,23.6282035168
Lowest Crime,ANDHRA PRADESH,2007,81283322.6,64.796,27.4398231846
Lowest Crime,ANDHRA PRADESH,2008,82128875.2,65.512,26.5387781665
Lowest Crime,ANDHRA PRADESH,2009,82974427.8,66.228,27.9893463755
Lowest Crime,ANDHRA PRADESH,2010,83819980.4,66.944,29.5359171905
Lowest Crime,ANDHRA PRADESH,2011,84665533,67.66,30.1610337704
Lowest Crime,ANDHRA PRADESH,2012,85511085.6,68.376,29.4312717742
Lowest Crime,ANDHRA PRADESH,2013,86356638.2,69.092,35.246856101
Lowest Crime,ANDHRA PRADESH,2014,87202190.8,69.808,32.2618041381
Lowest Crime,ANDHRA PRADESH,2015,88047743.4,70.524,33.0070923771
Lowest Crime,KARNATAKA,2001,52850562,66.6,8.1077661956
Lowest Crime,KARNATAKA,2002,53678576.2,67.5,8.1950757852
Lowest Crime,KARNATAKA,2003,54506590.4,68.4,7.5807346775
Lowest Crime,KARNATAKA,2004,55334604.6,69.3,7.076945843
Lowest Crime,KARNATAKA,2005,56162618.8,70.2,7.9323224151
Lowest Crime,KARNATAKA,2006,56990633,71.1,8.4610395536
Lowest Crime,KARNATAKA,2007,57818647.2,72,9.4087293001
Lowest Crime,KARNATAKA,2008,58646661.4,72.9,9.7993642994
Lowest Crime,KARNATAKA,2009,59474675.6,73.8,11.1274251322
Lowest Crime,KARNATAKA,2010,60302689.8,74.7,12.4173565472
Lowest Crime,KARNATAKA,2011,61130704,75.6,13.1374243621
Lowest Crime,KARNATAKA,2012,61958718.2,76.5,14.0464493986
Lowest Crime,KARNATAKA,2013,62786732.4,77.4,15.9141901769
Low Crime,KARNATAKA,2014,63614746.6,78.3,18.1593115078
Low Crime,KARNATAKA,2015,64442760.8,79.2,16.2190444206
Low Crime,GOA,2001,1347668,82,4.0811238376
Lowest Crime,GOA,2002,1358673.5,82.54,3.7536611997
Lowest Crime,GOA,2003,1369679,83.08,7.0089415111
Lowest Crime,GOA,2004,1380684.5,83.62,7.5324956571
Lowest Crime,GOA,2005,1391690,84.16,5.9639718616
Lowest Crime,GOA,2006,1402695.5,84.7,4.9903917137
Lowest Crime,GOA,2007,1413701,85.24,4.9515420871
Lowest Crime,GOA,2008,1424706.5,85.78,8.1420278492
Lowest Crime,GOA,2009,1435712,86.32,9.7512593055
Lowest Crime,GOA,2010,1446717.5,86.86,8.571127397
Lowest Crime,GOA,2011,1457723,87.4,7.2716147032
Lowest Crime,GOA,2012,1468728.5,87.94,10.8937764876
Lowest Crime,GOA,2013,1479734,88.48,27.8428420243
Lowest Crime,GOA,2014,1490739.5,89.02,31.8633805571
Lowest Crime,GOA,2015,1501745,89.56,23.9055232413
Lowest Crime,LAKSHADWEEP,2001,60650,86.7,0
Lowest Crime,LAKSHADWEEP,2002,61027.9,87.258,3.2771896133
Lowest Crime,LAKSHADWEEP,2003,61405.8,87.816,6.5140426474
Lowest Crime,LAKSHADWEEP,2004,61783.7,88.374,1.6185498764
Low Crime,LAKSHADWEEP,2005,62161.6,88.932,0
Low Crime,LAKSHADWEEP,2006,62539.5,89.49,1.5989894387
Low Crime,LAKSHADWEEP,2007,62917.4,90.048,7.9469272411
Low Crime,LAKSHADWEEP,2008,63295.3,90.606,6.3195845505
Low Crime,LAKSHADWEEP,2009,63673.2,91.164,1.570519465
Low Crime,LAKSHADWEEP,2010,64051.1,91.722,0
Low Crime,LAKSHADWEEP,2011,64429,92.28,0
Low Crime,LAKSHADWEEP,2012,64806.9,92.838,3.0860911415
Low Crime,LAKSHADWEEP,2013,65184.8,93.396,4.6022999227
Low Crime,LAKSHADWEEP,2014,65562.7,93.954,6.1010300064
Low Crime,LAKSHADWEEP,2015,65940.6,94.512,13.648647419
Low Crime,KERALA,2001,31841374,90.9,16.5507933169
Lowest Crime,KERALA,2002,31996004.3,91.201,17.7147119586
Lowest Crime,KERALA,2003,32150634.6,91.502,17.0261024957
Lowest Crime,KERALA,2004,32305264.9,91.803,19.4024101626
Lowest Crime,KERALA,2005,32459895.2,92.104,19.793656019
Lowest Crime,KERALA,2006,32614525.5,92.405,22.3857311675
Lowest Crime,KERALA,2007,32769155.8,92.706,23.1955929728
Lowest Crime,KERALA,2008,32923786.1,93.007,24.013034151
Lowest Crime,KERALA,2009,33078416.4,93.308,23.2870881933
Lowest Crime,KERALA,2010,33233046.7,93.609,27.4124731393
Lowest Crime,KERALA,2011,33387677,93.91,33.1679259986
Lowest Crime,KERALA,2012,33542307.3,94.211,31.9417501729
Lowest Crime,KERALA,2013,33696937.6,94.512,32.6824951594
Lowest Crime,KERALA,2014,33851567.9,94.813,32.6750005574
Lowest Crime,KERALA,2015,34006198.2,95.114,27.5773255947
Lowest Crime,TAMIL NADU,2001,62405679,73.5,7.7476923214
Lowest Crime,TAMIL NADU,2002,63379006.9,74.183,9.6845947897
Lowest Crime,TAMIL NADU,2003,64352334.8,74.866,9.1185502721
Lowest Crime,TAMIL NADU,2004,65325662.7,75.549,9.05310372
Lowest Crime,TAMIL NADU,2005,66298990.6,76.232,8.5189833946
Lowest Crime,TAMIL NADU,2006,67272318.5,76.915,6.8988257035
Lowest Crime,TAMIL NADU,2007,68245646.4,77.598,9.1126692002
Lowest Crime,TAMIL NADU,2008,69218974.3,78.281,9.0538758532
Lowest Crime,TAMIL NADU,2009,70192302.2,78.964,7.302795092
Lowest Crime,TAMIL NADU,2010,71165630.1,79.647,8.3298637161
Lowest Crime,TAMIL NADU,2011,72138958,80.33,8.7539384752
Lowest Crime,TAMIL NADU,2012,73112285.9,81.013,8.7276713092
Lowest Crime,TAMIL NADU,2013,74085613.8,81.696,8.9248096369
Lowest Crime,TAMIL NADU,2014,75058941.7,82.379,7.3089226623
Lowest Crime,TAMIL NADU,2015,76032269.6,83.062,6.4498929544
Lowest Crime,PUDUCHERRY,2001,974345,81.2,8.0053779719
Lowest Crime,PUDUCHERRY,2002,1001356.9,81.735,11.0849588194
Lowest Crime,PUDUCHERRY,2003,1028368.8,82.27,10.0158620137
Lowest Crime,PUDUCHERRY,2004,1055380.7,82.805,9.4752538113
Lowest Crime,PUDUCHERRY,2005,1082392.6,83.34,9.7007315091
Lowest Crime,PUDUCHERRY,2006,1109404.5,83.875,12.5292442928
Lowest Crime,PUDUCHERRY,2007,1136416.4,84.41,14.3433340103
Lowest Crime,PUDUCHERRY,2008,1163428.3,84.945,10.0564856468
Low Crime,PUDUCHERRY,2009,1190440.2,85.48,7.8122361795
Low Crime,PUDUCHERRY,2010,1217452.1,86.015,7.6389042329
Low Crime,PUDUCHERRY,2011,1244464,86.55,6.2677586495
Lowest Crime,PUDUCHERRY,2012,1271475.9,87.085,3.6178428549
Lowest Crime,PUDUCHERRY,2013,1298487.8,87.62,5.4678988898
Lowest Crime,PUDUCHERRY,2014,1325499.7,88.155,4.6774812548
Lowest Crime,PUDUCHERRY,2015,1352511.6,88.69,4.8058737537
Low Crime,ANDAMAN AND NICOBAR ISLANDS,2001,356152,81.3,9.5464857701
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2002,358531.2,81.797,7.5307253595
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2003,360910.4,82.294,6.0956957738
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2004,363289.6,82.791,7.4320872384
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2005,365668.8,83.288,6.0163732864
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2006,368048,83.785,9.7813328696
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2007,370427.2,84.282,14.577763188
Low Crime,ANDAMAN AND NICOBAR ISLANDS,2008,372806.4,84.779,21.4588590754
Low Crime,ANDAMAN AND NICOBAR ISLANDS,2009,375185.6,85.276,24.2546622258
Low Crime,ANDAMAN AND NICOBAR ISLANDS,2010,377564.8,85.773,21.718126266
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2011,379944,86.27,12.6334407176
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2012,382323.2,86.767,12.2932639191
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2013,384702.4,87.264,12.2172359725
Lowest Crime,ANDAMAN AND NICOBAR ISLANDS,2014,387081.6,87.761,12.1421426387
Low Crime,ANDAMAN AND NICOBAR ISLANDS,2015,389460.8,88.258,34.1497783602
