STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Arunachal Pradesh,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1
Assam,"IMMORAL TRAFFIC(P) ACT, 1956",6,24,22,28,25,29,21,27,37,25,21,30,18,35,54,66
Bihar,"IMMORAL TRAFFIC(P) ACT, 1956",29,10,9,24,28,13,27,39,40,24,23,35,64,64,38,61
Chattisgarh,"IMMORAL TRAFFIC(P) ACT, 1956",12,12,7,9,6,13,14,4,9,12,15,5,8,5,4,17
Goa,"IMMORAL TRAFFIC(P) ACT, 1956",28,25,25,28,38,26,10,14,23,16,18,40,28,9,3,3
Gujarat,"IMMORAL TRAFFIC(P) ACT, 1956",61,57,74,33,59,78,44,52,41,46,46,44,76,53,44,83
Haryana,"IMMORAL TRAFFIC(P) ACT, 1956",21,32,57,62,85,85,88,77,90,57,57,69,63,69,61,79
Himachal Pradesh,"IMMORAL TRAFFIC(P) ACT, 1956",1,2,5,4,4,0,0,1,5,1,2,6,4,5,9,7
Jammu & Kashmir,"IMMORAL TRAFFIC(P) ACT, 1956",7,3,2,11,3,5,1,4,6,4,2,3,1,1,1,1
Jharkhand,"IMMORAL TRAFFIC(P) ACT, 1956",3,3,6,3,13,11,14,8,1,13,15,12,11,16,19,7
Karnataka,"IMMORAL TRAFFIC(P) ACT, 1956",1356,1388,1361,1170,1241,786,612,516,329,242,351,335,340,392,423,338
Kerala,"IMMORAL TRAFFIC(P) ACT, 1956",132,132,159,168,225,189,201,187,314,309,197,210,180,140,138,121
Madhya Pradesh,"IMMORAL TRAFFIC(P) ACT, 1956",15,14,33,23,19,12,19,10,19,19,24,13,22,17,30,22
Maharashtra,"IMMORAL TRAFFIC(P) ACT, 1956",233,182,179,309,222,378,322,327,271,306,390,366,289,233,400,320
Manipur,"IMMORAL TRAFFIC(P) ACT, 1956",4,6,0,0,1,0,0,0,0,0,0,15,0,0,0,0
Meghalaya,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,1,0,1,1,1,3,1,3,2,7,4,6,2,2
Mizoram,"IMMORAL TRAFFIC(P) ACT, 1956",2,0,0,5,1,0,0,1,1,0,8,0,0,0,0,3
Nagaland,"IMMORAL TRAFFIC(P) ACT, 1956",1,4,1,4,4,9,4,1,3,2,2,4,1,1,5,0
Odisha,"IMMORAL TRAFFIC(P) ACT, 1956",24,24,11,22,29,44,40,29,14,25,23,24,27,36,47,51
Punjab,"IMMORAL TRAFFIC(P) ACT, 1956",32,38,54,32,58,67,45,43,59,59,50,86,137,71,77,68
Rajasthan,"IMMORAL TRAFFIC(P) ACT, 1956",68,55,51,79,115,143,91,72,62,82,81,99,74,105,86,56
Sikkim,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,1,1,0,0,2,0,1,3,1,0,0,2,0,0
Tamil Nadu,"IMMORAL TRAFFIC(P) ACT, 1956",5232,3530,2839,3022,2777,1732,1199,687,716,567,420,500,549,509,511,434
Tripura,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0
Uttar Pradesh,"IMMORAL TRAFFIC(P) ACT, 1956",26,42,47,44,31,70,49,57,39,23,43,31,37,39,33,50
Uttarakhand,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,0,4,2,3,9,3,6,4,3,12,13,20,20,13
West Bengal,"IMMORAL TRAFFIC(P) ACT, 1956",31,42,152,121,74,66,62,62,63,56,96,109,104,117,107,90
A&N Islands,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,0,0,0,0,1,0,1,3,3,2,4,12,1,1
Chandigarh,"IMMORAL TRAFFIC(P) ACT, 1956",3,3,4,9,9,3,5,7,4,3,1,0,6,1,4,1
D&N Haveli,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,2,0,0,0,2,3,0,1,1,2,2,1,2,0
Daman & Diu,"IMMORAL TRAFFIC(P) ACT, 1956",3,3,0,1,1,1,5,6,4,6,6,3,6,8,0,4
Delhi,"IMMORAL TRAFFIC(P) ACT, 1956",95,69,46,123,151,112,63,60,27,28,33,24,20,10,3,6
Lakshadweep,"IMMORAL TRAFFIC(P) ACT, 1956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"IMMORAL TRAFFIC(P) ACT, 1956",39,27,13,4,5,8,5,3,9,11,3,4,0,2,1,2
INDIA,"IMMORAL TRAFFIC(P) ACT, 1956",8796,6598,5510,5748,5908,4541,3568,2660,2474,2499,2436,2563,2579,2617,2641,2337
Andhra Pradesh,"INDIAN RAILWAYS ACT, 1989",43,173,103,53,20,6,2,4,12,3,46,27,26,8,5,9
Arunachal Pradesh,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"INDIAN RAILWAYS ACT, 1989",14,12,11,0,5,16,11,10,4,1,0,2,0,35,0,1
Bihar,"INDIAN RAILWAYS ACT, 1989",45,145,16,35,16,15,4,3,33,2,3,1,1,0,0,7
Chattisgarh,"INDIAN RAILWAYS ACT, 1989",7325,2495,3254,2288,2,5,1,2,2,5,3,8,17,8,18,2
Goa,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0
Gujarat,"INDIAN RAILWAYS ACT, 1989",1874,1864,2160,3632,4,2,2,1,3,0,1,1,2,4,1,4
Haryana,"INDIAN RAILWAYS ACT, 1989",1052,1019,993,546,8,11,11,7,7,6,4,3,8,3,12,14
Himachal Pradesh,"INDIAN RAILWAYS ACT, 1989",1,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0
Jammu & Kashmir,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Jharkhand,"INDIAN RAILWAYS ACT, 1989",2,3,2,3,0,2,2,5,1,0,0,0,0,0,1,0
Karnataka,"INDIAN RAILWAYS ACT, 1989",25,22,19,8,7,2,5,3,6,6,1,7,6,2,2,6
Kerala,"INDIAN RAILWAYS ACT, 1989",11,13,20,9,6,4,6,4,2,2,11,10,6,9,22,11
Madhya Pradesh,"INDIAN RAILWAYS ACT, 1989",14419,12574,15084,5692,8,7,13,5,21,6,4,21,6,8,0,3
Maharashtra,"INDIAN RAILWAYS ACT, 1989",18667,17337,2371,681,23,23,39,19,17,35,33,23,30,33,30,19
Manipur,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"INDIAN RAILWAYS ACT, 1989",2,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"INDIAN RAILWAYS ACT, 1989",16,1,1,0,1,2,0,1,0,0,0,0,1,0,0,1
Punjab,"INDIAN RAILWAYS ACT, 1989",144,170,184,87,15,9,8,6,14,11,8,7,8,4,14,5
Rajasthan,"INDIAN RAILWAYS ACT, 1989",1390,1807,1837,1031,5,8,6,15,5,10,7,10,4,10,8,5
Sikkim,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"INDIAN RAILWAYS ACT, 1989",42,61,60,40,26,25,13,9,7,29,7,7,33,16,8,6
Tripura,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Uttar Pradesh,"INDIAN RAILWAYS ACT, 1989",15096,12892,13143,7292,42,32,26,24,24,23,21,12,9,141,222,277
Uttarakhand,"INDIAN RAILWAYS ACT, 1989",45,24,47,37,30,15,30,22,15,4,4,2,1,0,0,0
West Bengal,"INDIAN RAILWAYS ACT, 1989",4145,5068,1538,5,5,5,7,2,1,2,2,1,7,4,3,1
A&N Islands,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"INDIAN RAILWAYS ACT, 1989",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"INDIAN RAILWAYS ACT, 1989",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,"INDIAN RAILWAYS ACT, 1989",15,1,2,5,1,0,0,0,0,0,0,0,0,0,0,1
Lakshadweep,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"INDIAN RAILWAYS ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDIA,"INDIAN RAILWAYS ACT, 1989",64373,55697,40861,21444,224,189,186,145,175,148,156,144,166,287,346,372
Andhra Pradesh,"REGISTRATION OF FOREIGNERS ACT, 1939",4,2,4,3,2,4,8,9,10,17,7,12,9,4,1,0
Arunachal Pradesh,"REGISTRATION OF FOREIGNERS ACT, 1939",1,0,0,0,0,1,0,0,0,1,1,1,0,4,4,0
Assam,"REGISTRATION OF FOREIGNERS ACT, 1939",1,0,0,0,3,6,10,2,3,11,2,23,10,16,10,8
Bihar,"REGISTRATION OF FOREIGNERS ACT, 1939",3,3,2,0,0,2,3,1,3,1,2,1,0,1,1,0
Chattisgarh,"REGISTRATION OF FOREIGNERS ACT, 1939",0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,1
Goa,"REGISTRATION OF FOREIGNERS ACT, 1939",4,31,6,20,52,32,45,34,38,70,45,43,22,1,0,0
Gujarat,"REGISTRATION OF FOREIGNERS ACT, 1939",20,9,9,2,5,4,8,22,6,32,31,30,25,0,0,0
Haryana,"REGISTRATION OF FOREIGNERS ACT, 1939",5,8,16,5,13,22,32,54,19,10,19,21,27,1,1,4
Himachal Pradesh,"REGISTRATION OF FOREIGNERS ACT, 1939",8,8,3,10,4,5,3,2,2,6,7,7,5,10,0,2
Jammu & Kashmir,"REGISTRATION OF FOREIGNERS ACT, 1939",19,6,25,28,20,32,58,26,11,14,9,21,19,7,5,6
Jharkhand,"REGISTRATION OF FOREIGNERS ACT, 1939",1,0,0,0,0,2,1,0,1,0,0,1,0,2,0,0
Karnataka,"REGISTRATION OF FOREIGNERS ACT, 1939",23,21,12,20,12,20,27,43,69,95,94,71,121,8,1,2
Kerala,"REGISTRATION OF FOREIGNERS ACT, 1939",9,3,3,5,5,13,22,33,38,47,30,21,20,26,12,7
Madhya Pradesh,"REGISTRATION OF FOREIGNERS ACT, 1939",1,2,2,2,2,1,6,2,0,2,2,0,1,0,0,0
Maharashtra,"REGISTRATION OF FOREIGNERS ACT, 1939",18,16,6,5,70,36,40,31,23,16,31,12,16,7,1,2
Manipur,"REGISTRATION OF FOREIGNERS ACT, 1939",0,3,9,4,9,1,6,11,28,24,29,16,6,7,7,1
Meghalaya,"REGISTRATION OF FOREIGNERS ACT, 1939",5,5,8,17,14,16,13,30,32,33,33,73,51,0,0,0
Mizoram,"REGISTRATION OF FOREIGNERS ACT, 1939",159,106,135,2,72,90,79,16,19,37,49,18,15,0,0,1
Nagaland,"REGISTRATION OF FOREIGNERS ACT, 1939",14,9,0,1,4,0,2,0,0,0,0,0,1,0,0,0
Odisha,"REGISTRATION OF FOREIGNERS ACT, 1939",2,0,1,0,0,1,2,0,0,3,1,0,0,0,0,0
Punjab,"REGISTRATION OF FOREIGNERS ACT, 1939",8,2,4,8,6,4,2,0,0,0,2,1,2,0,0,0
Rajasthan,"REGISTRATION OF FOREIGNERS ACT, 1939",3,3,3,1,8,2,5,10,10,7,5,1,4,7,10,7
Sikkim,"REGISTRATION OF FOREIGNERS ACT, 1939",0,0,0,1,7,6,1,6,0,0,3,3,1,0,0,0
Tamil Nadu,"REGISTRATION OF FOREIGNERS ACT, 1939",7,29,18,21,23,23,15,18,12,26,14,12,28,11,17,17
Tripura,"REGISTRATION OF FOREIGNERS ACT, 1939",0,0,0,0,0,0,0,0,2,1,6,1,1,0,0,0
Uttar Pradesh,"REGISTRATION OF FOREIGNERS ACT, 1939",55,77,75,5,6,1,2,3,1,3,4,1,5,0,2,0
Uttarakhand,"REGISTRATION OF FOREIGNERS ACT, 1939",3,2,0,2,2,0,5,11,7,8,3,3,3,2,0,0
West Bengal,"REGISTRATION OF FOREIGNERS ACT, 1939",1049,1386,950,1015,1604,1781,1705,1139,903,660,792,1079,1701,384,0,3
A&N Islands,"REGISTRATION OF FOREIGNERS ACT, 1939",0,0,0,0,0,0,0,0,0,50,24,15,21,0,0,0
Chandigarh,"REGISTRATION OF FOREIGNERS ACT, 1939",3,1,0,1,0,2,1,4,7,3,0,1,0,0,1,2
D&N Haveli,"REGISTRATION OF FOREIGNERS ACT, 1939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"REGISTRATION OF FOREIGNERS ACT, 1939",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Delhi,"REGISTRATION OF FOREIGNERS ACT, 1939",13,17,17,16,8,26,16,17,12,24,36,30,18,1,1,0
Lakshadweep,"REGISTRATION OF FOREIGNERS ACT, 1939",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Puducherry,"REGISTRATION OF FOREIGNERS ACT, 1939",0,2,0,0,0,0,0,0,1,1,2,0,1,0,0,0
INDIA,"REGISTRATION OF FOREIGNERS ACT, 1939",1438,1754,1315,1194,1951,2133,2117,1524,1257,1204,1284,1519,2133,499,74,63
Andhra Pradesh,"PROTECTION OF CIVIL RIGHTS ACT, 1955",338,498,186,72,61,105,125,128,41,54,13,9,6,18,1,1
Arunachal Pradesh,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Assam,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Bihar,"PROTECTION OF CIVIL RIGHTS ACT, 1955",89,117,88,98,95,2,0,0,0,0,0,0,0,12,74,0
Chattisgarh,"PROTECTION OF CIVIL RIGHTS ACT, 1955",3,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Goa,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1
Gujarat,"PROTECTION OF CIVIL RIGHTS ACT, 1955",19,7,7,5,6,4,2,4,2,0,2,2,0,19,1,1
Haryana,"PROTECTION OF CIVIL RIGHTS ACT, 1955",1,0,0,0,0,0,0,2,0,0,0,0,0,31,0,0
Himachal Pradesh,"PROTECTION OF CIVIL RIGHTS ACT, 1955",4,10,1,2,5,2,4,3,1,1,3,3,4,7,3,1
Jammu & Kashmir,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,3,1,2,1,0,1,1,1,1,0,1,0,2
Jharkhand,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,168,45,0,0,0,0,0,0,0,0,0,0
Karnataka,"PROTECTION OF CIVIL RIGHTS ACT, 1955",107,101,73,39,28,26,17,49,10,33,12,12,25,1,11,6
Kerala,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0
Madhya Pradesh,"PROTECTION OF CIVIL RIGHTS ACT, 1955",3,5,1,1,1,1,0,0,0,2,0,0,0,0,0,0
Maharashtra,"PROTECTION OF CIVIL RIGHTS ACT, 1955",61,76,43,26,32,36,20,20,24,25,10,6,29,5,20,16
Manipur,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"PROTECTION OF CIVIL RIGHTS ACT, 1955",16,3,0,0,0,0,0,0,0,3,0,0,1,0,2,0
Punjab,"PROTECTION OF CIVIL RIGHTS ACT, 1955",1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,1,0,0,1,0,0,0,0,0,5,0,0,1,0,0
Sikkim,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tamil Nadu,"PROTECTION OF CIVIL RIGHTS ACT, 1955",22,79,202,71,12,84,6,3,2,3,12,9,1,9,1,5
Tripura,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Uttar Pradesh,"PROTECTION OF CIVIL RIGHTS ACT, 1955",12,122,52,35,28,133,8,49,61,0,0,1,0,0,0,0
Uttarakhand,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
A&N Islands,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chandigarh,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,"PROTECTION OF CIVIL RIGHTS ACT, 1955",2,1,0,0,1,0,0,0,2,0,0,0,3,0,2,2
Lakshadweep,"PROTECTION OF CIVIL RIGHTS ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"PROTECTION OF CIVIL RIGHTS ACT, 1955",13,18,16,20,12,14,24,27,26,26,15,20,15,9,1,1
INDIA,"PROTECTION OF CIVIL RIGHTS ACT, 1955",691,1065,671,375,453,454,211,285,170,148,74,64,67,115,117,37
Andhra Pradesh,"INDIAN PASSPORT ACT, 1967",67,68,71,65,149,64,62,17,105,58,12,30,24,9,17,13
Arunachal Pradesh,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Assam,"INDIAN PASSPORT ACT, 1967",9,7,1,14,23,35,47,54,108,39,22,1,5,8,33,4
Bihar,"INDIAN PASSPORT ACT, 1967",1,2,5,1,0,0,1,1,0,1,8,0,0,0,3,2
Chattisgarh,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,3
Goa,"INDIAN PASSPORT ACT, 1967",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Gujarat,"INDIAN PASSPORT ACT, 1967",18,4,18,16,10,10,17,14,16,6,6,5,12,12,6,6
Haryana,"INDIAN PASSPORT ACT, 1967",1,0,0,1,2,4,1,0,3,2,0,0,1,2,0,1
Himachal Pradesh,"INDIAN PASSPORT ACT, 1967",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,"INDIAN PASSPORT ACT, 1967",7,1,10,7,5,7,7,3,2,2,0,0,3,2,0,2
Jharkhand,"INDIAN PASSPORT ACT, 1967",0,0,0,0,94,10,0,0,0,0,0,1,1,1,0,1
Karnataka,"INDIAN PASSPORT ACT, 1967",24,13,5,21,10,20,23,21,51,33,115,61,39,13,45,90
Kerala,"INDIAN PASSPORT ACT, 1967",34,172,85,210,210,128,79,139,179,209,172,357,215,173,113,94
Madhya Pradesh,"INDIAN PASSPORT ACT, 1967",1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1
Maharashtra,"INDIAN PASSPORT ACT, 1967",28,19,48,27,58,57,63,90,89,69,65,127,163,69,56,59
Manipur,"INDIAN PASSPORT ACT, 1967",2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,"INDIAN PASSPORT ACT, 1967",1,0,30,0,0,1,0,0,2,1,5,4,2,1,1,2
Mizoram,"INDIAN PASSPORT ACT, 1967",15,30,0,12,45,40,33,50,29,29,17,11,8,3,1,0
Nagaland,"INDIAN PASSPORT ACT, 1967",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,"INDIAN PASSPORT ACT, 1967",62,43,93,88,76,86,44,61,17,42,33,32,21,14,20,28
Rajasthan,"INDIAN PASSPORT ACT, 1967",48,12,15,14,8,6,15,5,8,2,4,5,3,3,6,4
Sikkim,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"INDIAN PASSPORT ACT, 1967",27,264,21,193,324,297,410,411,371,268,195,139,172,231,297,311
Tripura,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,21,44,38,36,67,87,56,37,50
Uttar Pradesh,"INDIAN PASSPORT ACT, 1967",5,8,29,53,23,21,16,14,12,6,32,11,21,1,10,12
Uttarakhand,"INDIAN PASSPORT ACT, 1967",3,2,1,0,0,0,1,6,7,6,2,0,2,0,0,0
West Bengal,"INDIAN PASSPORT ACT, 1967",1,4,88,47,48,111,102,99,162,102,121,96,148,65,42,34
A&N Islands,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0
D&N Haveli,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,"INDIAN PASSPORT ACT, 1967",32,37,30,38,34,41,58,38,41,23,23,4,2,1,15,11
Lakshadweep,"INDIAN PASSPORT ACT, 1967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"INDIAN PASSPORT ACT, 1967",2,1,0,0,0,0,1,0,1,1,0,1,1,0,0,2
INDIA,"INDIAN PASSPORT ACT, 1967",390,693,555,807,1120,940,984,1045,1249,937,869,953,933,667,703,730
Andhra Pradesh,"ESSENTIAL COMMODITIES ACT, 1955",42,148,69,36,124,259,119,148,86,86,107,166,192,401,499,501
Arunachal Pradesh,"ESSENTIAL COMMODITIES ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Assam,"ESSENTIAL COMMODITIES ACT, 1955",36,30,24,24,28,36,41,38,28,49,36,25,24,24,30,63
Bihar,"ESSENTIAL COMMODITIES ACT, 1955",244,206,120,174,353,542,600,594,446,547,756,685,610,516,496,520
Chattisgarh,"ESSENTIAL COMMODITIES ACT, 1955",87,81,80,77,140,169,147,172,109,158,134,102,80,63,60,84
Goa,"ESSENTIAL COMMODITIES ACT, 1955",3,4,2,0,1,0,1,0,0,0,0,1,1,0,0,3
Gujarat,"ESSENTIAL COMMODITIES ACT, 1955",120,131,304,321,281,266,283,212,190,166,169,150,110,60,64,54
Haryana,"ESSENTIAL COMMODITIES ACT, 1955",131,102,178,101,216,293,355,358,205,273,288,156,77,118,171,123
Himachal Pradesh,"ESSENTIAL COMMODITIES ACT, 1955",10,8,12,17,12,18,33,56,31,35,34,30,11,10,11,13
Jammu & Kashmir,"ESSENTIAL COMMODITIES ACT, 1955",591,603,919,804,683,787,680,532,449,443,351,353,166,188,134,100
Jharkhand,"ESSENTIAL COMMODITIES ACT, 1955",44,40,56,40,64,118,87,109,100,94,96,126,87,57,60,100
Karnataka,"ESSENTIAL COMMODITIES ACT, 1955",522,144,201,238,358,245,288,432,437,442,405,421,376,565,405,323
Kerala,"ESSENTIAL COMMODITIES ACT, 1955",123,89,122,122,191,118,154,205,221,215,268,225,218,278,197,123
Madhya Pradesh,"ESSENTIAL COMMODITIES ACT, 1955",116,183,138,284,329,477,327,356,514,344,368,268,177,205,269,213
Maharashtra,"ESSENTIAL COMMODITIES ACT, 1955",955,922,1132,1351,2386,2629,2067,2499,1639,1897,2796,1447,1056,1005,722,515
Manipur,"ESSENTIAL COMMODITIES ACT, 1955",1,0,2,0,14,3,1,4,0,7,7,4,0,0,0,0
Meghalaya,"ESSENTIAL COMMODITIES ACT, 1955",0,0,0,0,1,3,6,6,4,21,6,8,10,9,3,2
Mizoram,"ESSENTIAL COMMODITIES ACT, 1955",0,0,0,5,0,0,0,0,0,14,10,0,1,6,3,3
Nagaland,"ESSENTIAL COMMODITIES ACT, 1955",0,0,0,1,0,0,0,1,1,2,2,0,1,1,2,0
Odisha,"ESSENTIAL COMMODITIES ACT, 1955",114,63,56,109,199,224,175,163,173,143,112,143,140,93,71,65
Punjab,"ESSENTIAL COMMODITIES ACT, 1955",92,81,179,82,148,98,132,92,125,105,85,127,112,78,57,27
Rajasthan,"ESSENTIAL COMMODITIES ACT, 1955",274,233,205,294,325,367,270,300,325,271,275,222,140,194,149,169
Sikkim,"ESSENTIAL COMMODITIES ACT, 1955",0,1,0,0,8,6,31,1,0,0,1,0,0,0,0,0
Tamil Nadu,"ESSENTIAL COMMODITIES ACT, 1955",32,61,36,31,66,71,178,154,165,427,193,97,49,21,21,7
Tripura,"ESSENTIAL COMMODITIES ACT, 1955",13,11,12,51,84,85,76,109,66,64,48,57,109,67,20,17
Uttar Pradesh,"ESSENTIAL COMMODITIES ACT, 1955",96,48,59,452,922,1274,1620,2096,1964,1832,1843,1493,1058,965,645,1052
Uttarakhand,"ESSENTIAL COMMODITIES ACT, 1955",4,12,9,6,22,26,49,65,78,55,47,50,27,24,23,10
West Bengal,"ESSENTIAL COMMODITIES ACT, 1955",537,332,207,164,170,130,175,182,174,167,130,303,246,298,330,307
A&N Islands,"ESSENTIAL COMMODITIES ACT, 1955",0,0,0,0,0,1,1,3,0,1,3,1,0,1,0,0
Chandigarh,"ESSENTIAL COMMODITIES ACT, 1955",2,7,17,8,8,7,5,6,7,15,8,10,3,4,16,0
D&N Haveli,"ESSENTIAL COMMODITIES ACT, 1955",5,1,3,1,0,0,0,2,0,1,11,2,0,0,0,0
Daman & Diu,"ESSENTIAL COMMODITIES ACT, 1955",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Delhi,"ESSENTIAL COMMODITIES ACT, 1955",70,30,21,53,51,45,29,152,15,16,30,28,31,139,22,33
Lakshadweep,"ESSENTIAL COMMODITIES ACT, 1955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,"ESSENTIAL COMMODITIES ACT, 1955",15,22,38,24,32,22,35,53,70,38,34,54,31,28,20,18
INDIA,"ESSENTIAL COMMODITIES ACT, 1955",4279,3593,4201,4871,7216,8319,7965,9100,7622,7928,8654,6755,5143,5418,4501,4445
Andhra Pradesh,"ANTIQUITIES & ART TREASURES ACT, 1972",8,8,4,9,28,17,15,16,10,19,44,35,21,26,14,14
Arunachal Pradesh,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,"ANTIQUITIES & ART TREASURES ACT, 1972",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bihar,"ANTIQUITIES & ART TREASURES ACT, 1972",0,53,7,2,0,0,7,0,2,2,0,2,2,2,10,1
