STATE/UT,CRIME HEAD,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
D&N Haveli,PREPARATION AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,PREPARATION AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Delhi,PREPARATION AND ASSEMBLY FOR DACOITY,74,67,107,135,157,200,229,134,69,31,25,13,4,5,5,5
Lakshadweep,PREPARATION AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,PREPARATION AND ASSEMBLY FOR DACOITY,0,0,0,0,0,0,2,3,5,10,10,15,8,5,3,0
INDIA,PREPARATION AND ASSEMBLY FOR DACOITY,1614,1841,2302,2340,2834,3129,3205,3217,2850,2615,2895,3099,3159,2834,3163,3051
Andhra Pradesh,ROBBERY,629,648,660,596,794,679,614,623,544,550,600,668,709,741,761,986
Arunachal Pradesh,ROBBERY,84,96,60,45,77,74,75,79,55,69,64,65,75,61,75,63
Assam,ROBBERY,687,607,523,505,451,544,496,568,680,662,837,907,923,1038,928,940
Bihar,ROBBERY,2203,2288,2463,2986,2374,2169,1787,1592,1619,1538,1381,1266,1521,1600,1640,1410
Chhattisgarh,ROBBERY,338,326,331,363,401,439,427,500,554,552,470,412,351,405,358,379
Goa,ROBBERY,25,24,21,18,28,17,22,23,30,39,26,25,37,32,17,14
Gujarat,ROBBERY,991,1098,1267,1136,966,970,1095,1322,1420,1384,1368,1366,1429,1209,992,1155
Haryana,ROBBERY,397,330,281,244,390,410,502,555,679,734,638,711,763,874,935,734
Himachal Pradesh,ROBBERY,28,18,19,25,22,29,23,20,21,11,10,10,14,16,5,11
Jammu & Kashmir,ROBBERY,161,163,154,129,116,112,111,67,69,61,88,81,87,89,63,59
Jharkhand,ROBBERY,647,780,864,780,732,779,771,761,780,709,614,494,568,521,474,551
Karnataka,ROBBERY,847,972,861,1024,1202,1349,1313,1615,1825,1949,2123,2207,2150,2516,1906,2157
Kerala,ROBBERY,517,610,634,639,621,691,869,816,830,636,741,725,784,869,767,908
Madhya Pradesh,ROBBERY,1764,1829,1578,1526,1557,1770,1975,2234,2270,1919,1952,1940,1832,1969,1836,1602
Maharashtra,ROBBERY,2239,2136,2096,2229,2411,2574,2770,3031,3314,3721,4249,6949,9746,9466,8561,6030
Manipur,ROBBERY,19,6,6,3,8,8,11,7,3,2,7,3,3,7,7,15
Meghalaya,ROBBERY,125,109,133,81,95,65,56,65,67,67,63,46,68,97,89,87
Mizoram,ROBBERY,23,7,21,6,6,10,5,6,4,16,6,4,3,6,5,4
Nagaland,ROBBERY,129,110,92,117,80,84,75,87,92,63,59,54,49,38,40,32
Odisha,ROBBERY,958,945,875,952,998,1184,1273,1345,1488,1491,1583,1613,1678,1828,1787,2012
Punjab,ROBBERY,131,110,108,86,85,142,138,167,171,241,236,213,141,157,140,147
Rajasthan,ROBBERY,889,734,655,673,590,631,778,829,886,872,727,807,1065,1301,1227,970
Sikkim,ROBBERY,3,5,3,5,4,9,6,7,4,7,5,6,6,13,11,5
Tamil Nadu,ROBBERY,672,653,514,464,437,450,495,662,1144,1817,2066,1898,2186,1969,1763,1680
Tripura,ROBBERY,63,56,69,46,61,71,64,95,77,65,50,60,44,43,34,22
Uttar Pradesh,ROBBERY,3825,2840,1988,2606,2049,2024,2169,2097,2285,2577,3148,3159,3591,3920,3637,4502
Uttarakhand,ROBBERY,191,177,160,165,159,157,173,144,179,162,179,144,138,155,126,128
West Bengal,ROBBERY,660,544,598,535,426,426,427,613,751,798,760,816,647,587,508,472
A&N Islands,ROBBERY,4,7,7,3,4,5,9,14,11,7,1,2,1,2,2,5
Chandigarh,ROBBERY,22,26,12,6,12,34,37,23,27,67,68,63,62,65,75,54
D&N Haveli,ROBBERY,2,1,6,2,2,5,3,0,2,3,2,2,0,2,3,1
Daman & Diu,ROBBERY,0,1,1,1,0,1,2,4,4,0,6,3,1,5,6,2
Delhi,ROBBERY,624,502,441,461,510,541,557,541,515,599,562,608,1245,6464,7407,4761
Lakshadweep,ROBBERY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,ROBBERY,4,6,11,1,5,3,8,10,9,5,11,16,10,6,3,8
INDIA,ROBBERY,19901,18764,17512,18458,17673,18456,19136,20522,22409,23393,24700,27343,31927,38071,36188,31906
Andhra Pradesh,BURGLARY,7220,7628,9050,8457,7954,8304,7677,8332,7772,8200,8300,8442,9820,9668,9697,9139
Arunachal Pradesh,BURGLARY,248,249,253,215,263,257,240,245,201,211,183,215,196,224,265,222
Assam,BURGLARY,2423,2504,2606,2544,2255,2911,2603,3147,3149,3458,3327,3825,4291,4954,5021,4886
Bihar,BURGLARY,3233,3188,2986,3175,3117,3531,3259,3414,3566,3437,3629,3758,4185,4674,4518,4511
Chhattisgarh,BURGLARY,4144,3731,3621,3720,3621,3507,3632,4112,3975,3711,3548,3334,3527,3247,3301,3209
Goa,BURGLARY,359,376,257,261,265,252,292,302,294,368,318,356,385,372,185,168
Gujarat,BURGLARY,5142,5327,5844,5828,5332,5530,4870,5053,4488,4071,4509,4695,4980,4477,4281,4384
Haryana,BURGLARY,3109,3048,2981,2786,3437,4001,4231,4249,4077,4445,5011,5129,6121,6717,6653,6937
Himachal Pradesh,BURGLARY,844,710,707,766,696,754,877,885,784,743,995,928,932,884,674,555
Jammu & Kashmir,BURGLARY,1345,1321,1526,1420,1397,1351,1460,1347,1566,1406,1516,1395,1387,1367,1435,1232
Jharkhand,BURGLARY,1266,1419,1468,1419,1610,1428,1495,1375,1392,1357,1235,1216,1339,1442,1298,1406
Karnataka,BURGLARY,6394,6480,6055,6093,5986,5967,5449,6258,6629,6059,6136,5792,6003,6032,6086,5987
Kerala,BURGLARY,4474,4624,4409,4580,4110,4245,4100,3882,3554,2682,3001,2710,2929,3452,2855,2579
Madhya Pradesh,BURGLARY,13549,13344,12884,12308,11192,10960,11230,11072,10661,9897,10230,10019,11007,12110,11316,10806
Maharashtra,BURGLARY,15073,14471,13892,14659,15615,15877,15607,16004,15841,16617,16313,15648,18328,17171,16581,14834
Manipur,BURGLARY,75,44,68,66,62,55,70,76,68,66,52,53,85,75,84,69
Meghalaya,BURGLARY,170,154,160,142,148,140,203,168,147,166,145,145,187,146,212,219
Mizoram,BURGLARY,417,446,487,250,442,422,457,338,381,425,336,347,374,470,632,678
Nagaland,BURGLARY,163,128,95,70,93,70,118,127,82,62,73,65,36,54,61,105
Odisha,BURGLARY,3093,2884,2961,2992,3029,3120,3073,3100,2937,2855,3031,3430,3747,4082,4046,4004
Punjab,BURGLARY,1902,1928,2094,1766,1933,2277,2616,2621,2507,2661,2488,2828,2707,2856,2812,2976
Rajasthan,BURGLARY,7284,6661,6072,5911,5227,5085,5164,4736,5294,4714,4510,4610,5783,6379,6224,5301
Sikkim,BURGLARY,76,66,48,64,85,84,83,81,93,72,60,65,85,112,98,76
Tamil Nadu,BURGLARY,5965,5533,4849,4147,3738,3300,3717,3849,4221,4715,4848,4457,5125,5266,5131,4535
Tripura,BURGLARY,198,192,167,166,170,182,193,218,231,221,227,239,223,219,183,142
Uttar Pradesh,BURGLARY,8411,6126,4016,5299,4556,4577,5057,5418,5260,4915,5765,6187,6683,6921,6683,7503
Uttarakhand,BURGLARY,533,554,557,566,521,470,548,423,363,310,342,391,248,323,337,418
West Bengal,BURGLARY,426,348,342,547,739,601,399,462,329,388,455,464,440,338,352,276
A&N Islands,BURGLARY,64,49,56,69,68,82,90,78,86,80,99,71,42,64,59,58
Chandigarh,BURGLARY,364,336,204,186,223,189,191,257,241,236,285,235,258,134,102,141
D&N Haveli,BURGLARY,34,38,41,20,25,41,28,49,43,25,22,22,21,15,14,22
Daman & Diu,BURGLARY,43,56,41,35,37,60,46,45,33,27,31,26,19,21,27,20
Delhi,BURGLARY,3029,2360,1898,1875,2093,1950,2055,1926,1733,1502,1419,1715,2835,10309,12862,14307
Lakshadweep,BURGLARY,1,9,6,2,2,2,2,3,1,5,0,3,2,10,5,1
Puducherry,BURGLARY,111,129,126,86,67,84,86,90,71,72,65,77,71,61,33,40
INDIA,BURGLARY,101182,96461,92827,92490,90108,91666,91218,93742,92070,90179,92504,92892,104401,114646,114123,111746
Andhra Pradesh,THEFT,16751,19222,23408,23578,23778,23510,24391,25362,24692,26756,28267,27475,31032,30959,28827,26490
Arunachal Pradesh,THEFT,443,395,370,388,531,451,513,445,381,445,414,402,514,498,561,510
Assam,THEFT,5367,5555,5525,5866,6369,7820,7754,8012,7644,7860,8309,9394,10515,12737,12399,12955
Bihar,THEFT,9701,10145,10124,11113,10812,11752,11795,13206,15221,15544,16292,17667,21423,22888,22462,22228
Chhattisgarh,THEFT,4812,4302,4170,5014,5600,5262,5381,6079,5792,5805,5315,5341,5189,6098,5773,5450
Goa,THEFT,576,496,464,503,495,494,494,601,858,1034,1115,915,1138,1154,597,463
Gujarat,THEFT,15834,15742,19304,18551,17964,18475,18164,20715,19669,16794,16043,15952,15313,14337,14096,13791
Haryana,THEFT,6117,5962,5591,6558,8694,10518,11047,12709,12917,16266,17425,17590,18620,20314,20598,21741
Himachal Pradesh,THEFT,600,564,627,643,696,812,1092,1152,823,838,1042,769,818,652,550,480
Jammu & Kashmir,THEFT,1919,2020,1949,1939,1901,1937,2086,2198,2631,2510,2655,2022,1862,1773,1883,1820
Jharkhand,THEFT,3827,4374,4155,4374,6195,6173,7091,7269,7716,7090,6378,6680,6839,7046,7796,7285
Karnataka,THEFT,12868,13818,14180,16093,17008,14901,14351,17820,20576,20093,19834,18418,19756,21019,20748,20687
Kerala,THEFT,5441,5743,4891,5240,5454,5431,5609,5818,5564,4380,4704,4078,4079,4700,4422,3936
Madhya Pradesh,THEFT,20263,20759,20422,22586,20685,21733,22396,24583,23260,21577,22414,23182,25045,29244,29649,28663
Maharashtra,THEFT,39866,37606,37098,43952,46851,46473,47681,52860,50930,52565,53449,47476,52670,56283,61128,59097
Manipur,THEFT,217,255,252,244,243,290,454,446,394,417,719,903,854,1001,1333,801
Meghalaya,THEFT,271,392,360,418,476,470,500,669,545,664,696,543,617,857,820,871
Mizoram,THEFT,878,999,1303,610,777,758,808,747,761,823,734,605,643,852,855,961
Nagaland,THEFT,258,257,221,255,294,327,360,345,347,397,360,381,406,418,462,478
Odisha,THEFT,5622,5268,5359,5967,6743,6567,6830,7419,7136,7572,8724,9630,10044,9410,10055,9044
Punjab,THEFT,3023,2963,3198,2587,2924,3946,5173,5563,5624,5446,4784,5272,4885,5067,5088,5982
Rajasthan,THEFT,16939,16313,16456,18842,17898,17889,19345,20411,22144,22324,21099,23314,28928,29095,29067,27406
Sikkim,THEFT,74,64,65,73,81,113,118,127,62,53,72,117,122,126,111,93
Tamil Nadu,THEFT,16709,18755,18213,17530,15851,13651,13217,15019,15712,14583,13924,11996,11950,11969,11196,12128
Tripura,THEFT,259,270,276,260,325,392,411,499,415,457,494,565,533,369,275,244
Uttar Pradesh,THEFT,27011,22419,15751,22524,20695,20447,22816,25946,29226,31153,36683,37376,41949,48380,49491,56550
Uttarakhand,THEFT,1419,1365,1368,1597,1630,1696,1593,1622,1601,2138,2093,1913,1596,1737,1609,1823
West Bengal,THEFT,14245,12449,12613,14465,12124,12532,13747,17334,17133,19389,21446,22991,22904,21366,19941,19902
A&N Islands,THEFT,65,49,60,103,92,101,112,128,134,121,88,71,37,45,49,64
Chandigarh,THEFT,1529,1647,1238,1459,1373,1234,1740,1991,1731,1481,1502,1549,1519,1260,984,918
D&N Haveli,THEFT,45,75,61,53,74,61,87,54,63,63,69,68,58,38,32,29
Daman & Diu,THEFT,40,56,46,27,50,63,43,49,41,47,47,55,38,31,40,42
Delhi,THEFT,19276,16625,15544,18994,17955,17498,17037,18867,21731,23088,22899,22032,30124,78753,104432,130928
Lakshadweep,THEFT,10,12,8,5,7,17,20,8,10,5,4,7,8,15,6,8
Puducherry,THEFT,528,526,567,634,466,560,787,688,711,534,707,658,594,424,498,536
INDIA,THEFT,252803,247462,245237,273045,273111,274354,285043,316761,324195,330312,340800,337407,372622,440915,467833,494404
Andhra Pradesh,RIOTS,3001,2140,2328,2540,2026,2916,1998,1930,2261,2231,2210,1878,1944,1779,1285,1168
Arunachal Pradesh,RIOTS,24,21,7,65,23,6,16,18,52,31,49,28,36,33,28,8
Assam,RIOTS,2953,3014,3340,3615,2760,2684,2601,2600,1808,2183,2328,5077,2429,2640,2435,1671
Bihar,RIOTS,8606,8675,8029,9793,7671,8259,7962,8099,8554,8809,9768,10871,11931,13566,13311,11617
Chhattisgarh,RIOTS,871,817,703,790,893,905,881,1144,957,1092,934,910,786,809,809,652
Goa,RIOTS,64,79,47,33,45,63,70,102,50,64,74,122,127,133,123,117
Gujarat,RIOTS,1930,3665,1824,1599,1628,1534,1668,1809,1539,1623,1615,1758,1715,1354,1751,1659
Haryana,RIOTS,750,700,639,699,899,1142,1173,1184,1166,1414,1466,1424,1560,1944,1875,2844
Himachal Pradesh,RIOTS,628,646,610,562,558,566,649,627,591,615,530,494,487,478,409,395
Jammu & Kashmir,RIOTS,1072,996,1167,1116,1222,1197,1209,1782,1472,2169,1405,1400,1714,1527,1162,3410
Jharkhand,RIOTS,2018,2281,2481,2281,2524,2650,2565,2576,2312,2447,2133,2331,2465,1975,2196,1721
Karnataka,RIOTS,6686,6838,5784,6237,6151,6183,5783,6013,6269,7710,7265,7502,7237,6520,6602,6263
Kerala,RIOTS,8108,8090,6798,6461,6535,6365,7358,8057,8086,8724,10754,10938,10042,5820,5830,5089
Madhya Pradesh,RIOTS,3395,3178,2729,2479,2573,2308,2648,2768,2409,2606,2080,1951,1779,1850,2205,1665
Maharashtra,RIOTS,6719,6360,5714,5980,6779,7453,7993,9388,8030,8412,8556,8860,9610,7760,8336,7898
Manipur,RIOTS,131,64,73,115,35,60,70,48,48,65,70,72,67,101,164,119
Meghalaya,RIOTS,8,9,5,2,42,7,33,8,18,7,8,0,13,8,1,1
Mizoram,RIOTS,3,1,3,2,35,0,1,1,1,0,0,1,1,0,3,3
Nagaland,RIOTS,2,5,8,6,8,7,15,4,4,2,1,3,11,10,10,7
Odisha,RIOTS,1426,1598,1408,1433,1515,1535,1983,2721,1718,1779,1556,2205,1937,1732,1976,1914
Punjab,RIOTS,1,2,0,16,1,3,1,1,8,0,0,1,0,0,0,0
Rajasthan,RIOTS,11214,7178,4052,3101,2290,1767,1626,1390,1145,986,751,573,542,536,424,293
Sikkim,RIOTS,3,15,10,76,19,12,15,17,39,4,25,22,32,81,5,12
Tamil Nadu,RIOTS,5196,4252,3706,3433,2551,1838,2375,2811,2397,2664,3009,3136,2701,2784,2648,2002
Tripura,RIOTS,138,180,274,148,148,154,142,197,178,163,175,128,123,92,76,78
Uttar Pradesh,RIOTS,7343,4878,2251,3915,3926,3774,4495,4381,4263,4186,5022,5676,6089,6438,6813,8018
Uttarakhand,RIOTS,440,342,392,444,433,489,459,509,466,458,401,369,334,466,464,481
West Bengal,RIOTS,3095,2461,2596,2691,2635,2385,3727,5425,6700,6809,6019,6611,6142,5345,4057,2691
A&N Islands,RIOTS,13,11,19,9,4,10,17,16,11,11,11,8,0,10,20,8
Chandigarh,RIOTS,91,78,46,43,43,44,79,85,66,65,66,49,54,33,49,40
D&N Haveli,RIOTS,4,5,17,17,18,8,39,24,53,44,20,11,7,6,10,9
Daman & Diu,RIOTS,23,16,31,19,19,24,31,35,29,11,19,9,11,4,5,9
Delhi,RIOTS,165,139,80,67,61,87,87,71,57,53,50,79,113,160,130,79
Lakshadweep,RIOTS,1,18,4,37,6,12,1,12,44,3,5,10,2,9,0,0
Puducherry,RIOTS,100,193,159,147,159,194,145,165,141,131,125,126,85,39,43,33
INDIA,RIOTS,76222,68945,57334,59971,56235,56641,59915,66018,62942,67571,68500,74633,72126,66042,65255,61974
Andhra Pradesh,CRIMINAL BREACH OF TRUST,788,1050,1099,898,948,1007,869,990,904,1130,1174,1271,1555,1570,1447,1403
Arunachal Pradesh,CRIMINAL BREACH OF TRUST,41,23,28,26,36,61,41,43,38,59,54,55,25,33,42,33
Assam,CRIMINAL BREACH OF TRUST,374,558,611,586,487,461,653,680,802,992,920,1278,1472,1952,1917,1767
Bihar,CRIMINAL BREACH OF TRUST,946,1215,1105,1701,1181,1054,1326,1352,1186,1071,1741,1650,1684,1219,1368,1361
Chhattisgarh,CRIMINAL BREACH OF TRUST,154,96,76,101,110,137,150,169,166,196,180,170,137,170,178,139
Goa,CRIMINAL BREACH OF TRUST,39,27,60,49,50,35,36,47,52,57,45,64,92,82,56,39
Gujarat,CRIMINAL BREACH OF TRUST,1748,1385,1873,1612,1370,1246,1139,1167,1256,1214,1339,1240,1172,1070,1051,1330
Haryana,CRIMINAL BREACH OF TRUST,556,579,586,534,562,750,726,763,827,919,812,740,710,786,1035,1184
Himachal Pradesh,CRIMINAL BREACH OF TRUST,69,75,63,97,82,137,132,137,117,110,143,137,135,129,123,119
Jammu & Kashmir,CRIMINAL BREACH OF TRUST,90,91,116,105,117,123,121,87,132,150,195,163,155,96,106,78
Jharkhand,CRIMINAL BREACH OF TRUST,283,333,265,333,243,319,448,269,473,505,447,639,884,790,515,292
Karnataka,CRIMINAL BREACH OF TRUST,494,485,495,423,434,471,400,424,461,464,440,401,477,432,457,395
Kerala,CRIMINAL BREACH OF TRUST,428,357,323,336,361,299,394,435,354,343,340,301,339,366,328,274
Madhya Pradesh,CRIMINAL BREACH OF TRUST,481,507,549,548,613,519,531,570,575,507,557,576,473,610,483,498
Maharashtra,CRIMINAL BREACH OF TRUST,1542,1468,1561,1528,1720,1726,1715,1880,1895,1948,1883,1900,2206,1958,2042,2036
Manipur,CRIMINAL BREACH OF TRUST,33,28,16,25,52,40,19,24,20,24,42,67,70,58,51,18
Meghalaya,CRIMINAL BREACH OF TRUST,19,9,12,25,18,16,17,32,26,37,52,44,98,61,48,63
Mizoram,CRIMINAL BREACH OF TRUST,23,26,19,30,11,30,20,34,30,25,21,12,17,18,23,31
Nagaland,CRIMINAL BREACH OF TRUST,20,10,3,11,17,18,13,16,6,13,16,22,11,9,11,22
Odisha,CRIMINAL BREACH OF TRUST,285,246,254,271,301,313,319,342,258,322,250,317,417,485,513,449
Punjab,CRIMINAL BREACH OF TRUST,368,373,343,313,306,281,329,236,234,243,281,289,290,295,305,285
Rajasthan,CRIMINAL BREACH OF TRUST,1026,938,902,885,613,694,825,737,842,789,741,682,650,657,516,406
Sikkim,CRIMINAL BREACH OF TRUST,1,3,7,4,4,10,7,6,4,1,4,3,6,10,4,6
Tamil Nadu,CRIMINAL BREACH OF TRUST,360,288,307,268,239,194,261,231,215,177,238,262,238,242,252,122
Tripura,CRIMINAL BREACH OF TRUST,4,12,3,17,32,23,42,42,52,53,54,47,51,38,43,30
Uttar Pradesh,CRIMINAL BREACH OF TRUST,3430,2738,1746,2377,2524,2509,3639,4296,3917,3817,3721,3638,4114,4074,3656,3912
Uttarakhand,CRIMINAL BREACH OF TRUST,171,145,138,157,144,95,163,171,156,167,115,137,150,135,123,161
West Bengal,CRIMINAL BREACH OF TRUST,486,451,378,425,528,519,672,876,918,1011,1264,1391,1564,1921,1855,1646
A&N Islands,CRIMINAL BREACH OF TRUST,10,4,3,0,8,3,7,12,7,10,3,5,5,6,2,5
Chandigarh,CRIMINAL BREACH OF TRUST,26,35,32,23,41,59,38,37,38,23,25,34,25,23,28,22
D&N Haveli,CRIMINAL BREACH OF TRUST,13,12,8,12,12,30,17,10,17,12,10,10,1,1,6,6
Daman & Diu,CRIMINAL BREACH OF TRUST,5,5,8,4,6,9,5,4,8,4,3,6,3,1,1,3
Delhi,CRIMINAL BREACH OF TRUST,479,444,431,445,394,442,451,355,333,273,337,341,387,676,615,559
Lakshadweep,CRIMINAL BREACH OF TRUST,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Puducherry,CRIMINAL BREACH OF TRUST,5,11,12,7,8,6,6,13,7,12,9,9,14,7,18,14
INDIA,CRIMINAL BREACH OF TRUST,14798,14027,13432,14176,13572,13636,15531,16487,16326,16678,17457,17901,19627,19982,19218,18708
Andhra Pradesh,CHEATING,5391,6733,7581,7928,7909,8363,8103,8393,8528,9164,9748,11002,13015,13610,13532,13271
Arunachal Pradesh,CHEATING,30,29,21,34,28,38,33,28,29,91,74,85,72,103,123,107
Assam,CHEATING,575,719,894,865,873,905,895,996,1098,1371,1495,1705,2558,2956,4069,4171
Bihar,CHEATING,1659,1811,1947,2764,1829,2171,2358,2741,2676,3025,3776,3933,4482,5187,6410,5889
Chhattisgarh,CHEATING,402,393,412,424,431,507,467,562,682,813,980,925,975,930,982,1068
Goa,CHEATING,62,78,106,61,58,55,55,105,132,117,142,205,199,260,137,141
Gujarat,CHEATING,1779,1457,1975,1726,1541,1529,1116,1167,1014,1002,1399,1361,1324,1574,1725,1693
Haryana,CHEATING,1016,933,900,1089,1204,1424,1232,1150,1406,1662,1761,1798,2030,1945,3260,3155
Himachal Pradesh,CHEATING,146,137,130,174,163,129,212,248,264,318,359,373,472,389,395,346
Jammu & Kashmir,CHEATING,391,382,408,414,403,463,489,392,475,422,612,612,590,497,524,538
Jharkhand,CHEATING,554,441,479,441,643,833,814,900,910,988,907,1566,2577,1855,2654,2254
Karnataka,CHEATING,2678,2764,2752,2759,2909,2910,3600,3669,5079,5543,5850,5822,6598,6935,7513,7117
Kerala,CHEATING,2756,2924,3061,3755,3261,3316,4215,3659,3394,3581,5155,4681,4841,6091,4720,4623
Madhya Pradesh,CHEATING,1413,1240,1222,1287,1292,1522,1661,1368,1830,1779,1860,2021,1652,1888,1895,1957
Maharashtra,CHEATING,4273,4145,5005,5167,6391,6234,6235,7296,7976,8684,9098,9398,10215,9959,10490,9792
Manipur,CHEATING,66,72,76,142,122,82,93,161,96,59,126,136,127,99,124,88
Meghalaya,CHEATING,29,33,34,44,39,83,164,104,113,98,166,108,122,172,194,197
Mizoram,CHEATING,71,85,60,20,58,78,66,57,61,79,66,42,55,61,71,71
Nagaland,CHEATING,34,21,11,28,41,37,34,31,33,39,31,39,61,56,50,57
Odisha,CHEATING,681,793,937,805,1040,1364,1263,1244,1137,1108,1391,1607,2169,2246,2925,3197
Punjab,CHEATING,2621,2716,3123,2729,2934,3393,3581,3192,3098,3527,3571,3451,3805,3712,3768,3947
Rajasthan,CHEATING,6644,7286,7225,8333,8341,10191,11919,12097,15037,16584,17497,19646,22796,21191,21898,18602
Sikkim,CHEATING,13,48,12,22,44,37,34,46,12,20,31,31,25,37,37,52
Tamil Nadu,CHEATING,2139,2017,1904,2121,2694,2116,2510,2349,2557,3259,3872,4151,4647,4536,4580,3093
Tripura,CHEATING,17,20,25,34,59,84,85,92,110,122,99,105,202,145,118,79
Uttar Pradesh,CHEATING,5363,5026,2911,4184,4556,5142,8399,9327,8845,9553,9941,10713,11665,10636,9343,10553
Uttarakhand,CHEATING,318,312,379,372,396,514,697,463,544,567,519,529,548,390,592,888
West Bengal,CHEATING,1216,1315,1534,1686,1760,1947,2406,2938,3298,3260,4171,5300,6195,6856,6761,6893
A&N Islands,CHEATING,8,11,13,12,13,15,23,19,20,56,32,31,25,71,70,76
Chandigarh,CHEATING,155,181,209,135,161,232,170,213,193,163,255,234,284,247,336,188
D&N Haveli,CHEATING,12,10,13,22,10,10,10,24,20,18,18,4,10,22,12,13
Daman & Diu,CHEATING,9,10,8,5,3,3,6,2,4,5,10,8,19,38,30,21
Delhi,CHEATING,2183,2098,2079,2322,2378,2313,2336,1493,2000,1845,2590,2491,2899,4601,5990,5396
Lakshadweep,CHEATING,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Puducherry,CHEATING,23,31,32,35,41,36,45,53,47,77,54,90,75,59,77,77
INDIA,CHEATING,44727,46271,47478,51939,53625,58076,65326,66579,72718,78999,87656,94203,107330,109354,115405,109611
Andhra Pradesh,COUNTERFETING,144,155,318,175,257,324,224,379,461,186,224,260,240,230,134,122
Arunachal Pradesh,COUNTERFETING,4,5,7,1,4,9,10,1,8,0,2,1,0,1,4,3
Assam,COUNTERFETING,46,57,58,57,103,98,115,91,84,68,60,61,84,62,54,66
Bihar,COUNTERFETING,85,72,92,57,50,97,79,69,69,52,64,40,282,310,38,20
Chhattisgarh,COUNTERFETING,8,18,24,42,73,33,64,71,68,59,65,53,40,21,23,35
Goa,COUNTERFETING,2,3,3,0,6,9,10,22,27,33,31,16,19,15,9,4
Gujarat,COUNTERFETING,55,46,275,122,447,196,286,190,238,255,256,216,144,96,91,76
Haryana,COUNTERFETING,37,32,30,32,31,35,33,40,35,29,18,20,20,19,23,24
Himachal Pradesh,COUNTERFETING,2,0,3,6,6,4,11,11,2,4,4,1,12,2,3,4
Jammu & Kashmir,COUNTERFETING,15,20,21,32,29,35,31,23,37,19,39,17,26,13,13,7
Jharkhand,COUNTERFETING,23,6,5,6,19,34,19,24,15,16,22,14,7,6,10,8
Karnataka,COUNTERFETING,131,175,126,65,133,139,124,118,171,192,105,84,66,54,65,96
Kerala,COUNTERFETING,239,135,129,99,79,68,54,46,66,54,56,68,79,66,52,43
Madhya Pradesh,COUNTERFETING,19,54,38,36,51,38,38,47,27,33,12,31,34,32,42,26
Maharashtra,COUNTERFETING,265,176,261,218,385,317,270,405,478,389,351,291,242,201,190,124
Manipur,COUNTERFETING,20,12,7,4,10,9,4,3,1,7,12,2,1,1,6,7
Meghalaya,COUNTERFETING,3,8,4,2,3,7,12,10,9,4,13,13,18,10,2,9
Mizoram,COUNTERFETING,12,16,12,6,5,10,16,15,9,12,2,6,6,7,11,6
Nagaland,COUNTERFETING,2,3,7,0,5,10,8,4,3,3,5,4,5,4,5,2
Odisha,COUNTERFETING,10,12,11,14,31,16,30,26,34,29,10,19,24,21,26,22
Punjab,COUNTERFETING,58,39,56,60,73,66,68,78,63,75,58,49,39,21,25,22
Rajasthan,COUNTERFETING,89,63,58,65,88,56,56,51,59,36,56,49,22,57,45,31
Sikkim,COUNTERFETING,0,0,3,1,2,1,3,0,2,3,3,1,1,3,1,0
Tamil Nadu,COUNTERFETING,104,121,63,40,40,63,74,599,352,312,275,377,320,161,186,99
Tripura,COUNTERFETING,6,7,3,12,16,12,10,23,20,6,9,9,19,9,4,4
Uttar Pradesh,COUNTERFETING,147,127,226,188,261,278,337,420,339,426,270,205,158,111,120,159
Uttarakhand,COUNTERFETING,4,8,8,13,22,14,39,31,43,33,26,22,29,11,23,45
West Bengal,COUNTERFETING,102,98,153,125,107,135,127,148,153,214,207,352,338,359,415,327
A&N Islands,COUNTERFETING,2,0,0,0,0,4,1,1,2,0,0,1,0,1,1,0
Chandigarh,COUNTERFETING,2,5,2,4,0,3,2,0,4,3,0,2,1,0,1,0
D&N Haveli,COUNTERFETING,1,0,2,0,4,1,1,1,1,1,2,0,1,1,0,0
Daman & Diu,COUNTERFETING,1,0,6,0,7,4,6,1,3,0,2,0,1,0,0,0
Delhi,COUNTERFETING,42,46,43,44,36,42,41,41,47,33,44,61,66,74,69,80
Lakshadweep,COUNTERFETING,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,COUNTERFETING,3,3,1,2,0,2,1,2,5,3,4,6,5,0,10,5
INDIA,COUNTERFETING,1683,1522,2055,1529,2383,2169,2204,2991,2935,2589,2307,2351,2349,1979,1701,1476
Andhra Pradesh,ARSON,872,991,1049,915,967,1012,1176,1021,1039,925,1021,980,932,932,952,970
Arunachal Pradesh,ARSON,13,20,10,19,13,20,22,10,28,28,34,33,23,39,32,31
Assam,ARSON,441,438,677,379,423,488,380,443,476,437,506,2830,793,743,826,664
Bihar,ARSON,502,600,669,707,760,785,865,772,685,660,705,799,660,517,448,472
